"Time (CET/CEST)","France (FR) > Spain (ES) [MW]","Spain (ES) > France (FR) [MW]"
"05.01.2024 15:30 - 05.01.2024 15:45","0","2839"
"05.01.2024 15:45 - 05.01.2024 16:00","0","2943"
"05.01.2024 16:00 - 05.01.2024 16:15","0","2861"
"05.01.2024 16:15 - 05.01.2024 16:30","0","2834"
"05.01.2024 16:30 - 05.01.2024 16:45","0","2875"
"05.01.2024 16:45 - 05.01.2024 17:00","0","2923"
"05.01.2024 17:00 - 05.01.2024 17:15","0","2938"
"05.01.2024 17:15 - 05.01.2024 17:30","0","3062"
"05.01.2024 17:30 - 05.01.2024 17:45","0","2695"
"05.01.2024 17:45 - 05.01.2024 18:00","0","2577"
"05.01.2024 18:00 - 05.01.2024 18:15","0","2760"
"05.01.2024 18:15 - 05.01.2024 18:30","0","2852"
"05.01.2024 18:30 - 05.01.2024 18:45","0","2895"
"05.01.2024 18:45 - 05.01.2024 19:00","0","2649"
"05.01.2024 19:00 - 05.01.2024 19:15","0","2829"
"05.01.2024 19:15 - 05.01.2024 19:30","0","2927"
"05.01.2024 19:30 - 05.01.2024 19:45","0","2938"
"05.01.2024 19:45 - 05.01.2024 20:00","0","2861"
"05.01.2024 20:00 - 05.01.2024 20:15","0","2737"
"05.01.2024 20:15 - 05.01.2024 20:30","0","2731"
"05.01.2024 20:30 - 05.01.2024 20:45","0","2764"
"05.01.2024 20:45 - 05.01.2024 21:00","0","2703"
"05.01.2024 21:00 - 05.01.2024 21:15","0","2384"
"05.01.2024 21:15 - 05.01.2024 21:30","0","2947"
"05.01.2024 21:30 - 05.01.2024 21:45","0","2923"
"05.01.2024 21:45 - 05.01.2024 22:00","0","2894"
"05.01.2024 22:00 - 05.01.2024 22:15","0","2881"
"05.01.2024 22:15 - 05.01.2024 22:30","0","2917"
"05.01.2024 22:30 - 05.01.2024 22:45","0","2889"
"05.01.2024 22:45 - 05.01.2024 23:00","0","2889"
"05.01.2024 23:00 - 05.01.2024 23:15","0","2916"
"05.01.2024 23:15 - 05.01.2024 23:30","0","3003"
"05.01.2024 23:30 - 05.01.2024 23:45","0","2845"
"05.01.2024 23:45 - 06.01.2024 00:00","0","2854"
"06.01.2024 00:00 - 06.01.2024 00:15","0","2850"
"06.01.2024 00:15 - 06.01.2024 00:30","0","3522"
"06.01.2024 00:30 - 06.01.2024 00:45","0","3557"
"06.01.2024 00:45 - 06.01.2024 01:00","0","3488"
"06.01.2024 01:00 - 06.01.2024 01:15","0","3254"
"06.01.2024 01:15 - 06.01.2024 01:30","0","3536"
"06.01.2024 01:30 - 06.01.2024 01:45","0","3497"
"06.01.2024 01:45 - 06.01.2024 02:00","0","3525"
"06.01.2024 02:00 - 06.01.2024 02:15","0","3555"
"06.01.2024 02:15 - 06.01.2024 02:30","0","3357"
"06.01.2024 02:30 - 06.01.2024 02:45","0","3440"
"06.01.2024 02:45 - 06.01.2024 03:00","0","3471"
"06.01.2024 03:00 - 06.01.2024 03:15","0","3346"
"06.01.2024 03:15 - 06.01.2024 03:30","0","3521"
"06.01.2024 03:30 - 06.01.2024 03:45","0","3454"
"06.01.2024 03:45 - 06.01.2024 04:00","0","3468"
"06.01.2024 04:00 - 06.01.2024 04:15","0","3371"
"06.01.2024 04:15 - 06.01.2024 04:30","0","3633"
"06.01.2024 04:30 - 06.01.2024 04:45","0","3553"
"06.01.2024 04:45 - 06.01.2024 05:00","0","3615"
"06.01.2024 05:00 - 06.01.2024 05:15","0","3600"
"06.01.2024 05:15 - 06.01.2024 05:30","0","3600"
"06.01.2024 05:30 - 06.01.2024 05:45","0","3616"
"06.01.2024 05:45 - 06.01.2024 06:00","0","3621"
"06.01.2024 06:00 - 06.01.2024 06:15","0","3549"
"06.01.2024 06:15 - 06.01.2024 06:30","0","3204"
"06.01.2024 06:30 - 06.01.2024 06:45","0","2996"
"06.01.2024 06:45 - 06.01.2024 07:00","0","3066"
"06.01.2024 07:00 - 06.01.2024 07:15","0","3188"
"06.01.2024 07:15 - 06.01.2024 07:30","0","2792"
"06.01.2024 07:30 - 06.01.2024 07:45","0","2760"
"06.01.2024 07:45 - 06.01.2024 08:00","0","2706"
"06.01.2024 08:00 - 06.01.2024 08:15","0","2758"
"06.01.2024 08:15 - 06.01.2024 08:30","0","2763"
"06.01.2024 08:30 - 06.01.2024 08:45","0","2748"
"06.01.2024 08:45 - 06.01.2024 09:00","0","2665"
"06.01.2024 09:00 - 06.01.2024 09:15","0","2987"
"06.01.2024 09:15 - 06.01.2024 09:30","0","3022"
"06.01.2024 09:30 - 06.01.2024 09:45","0","3261"
"06.01.2024 09:45 - 06.01.2024 10:00","0","3430"
"06.01.2024 10:00 - 06.01.2024 10:15","0","3526"
"06.01.2024 10:15 - 06.01.2024 10:30","0","3343"
"06.01.2024 10:30 - 06.01.2024 10:45","0","3342"
"06.01.2024 10:45 - 06.01.2024 11:00","0","3351"
"06.01.2024 11:00 - 06.01.2024 11:15","0","3211"
"06.01.2024 11:15 - 06.01.2024 11:30","0","3034"
"06.01.2024 11:30 - 06.01.2024 11:45","0","3062"
"06.01.2024 11:45 - 06.01.2024 12:00","0","3062"
"06.01.2024 12:00 - 06.01.2024 12:15","0","3084"
"06.01.2024 12:15 - 06.01.2024 12:30","0","3110"
"06.01.2024 12:30 - 06.01.2024 12:45","0","3149"
"06.01.2024 12:45 - 06.01.2024 13:00","0","2958"
"06.01.2024 13:00 - 06.01.2024 13:15","0","2898"
"06.01.2024 13:15 - 06.01.2024 13:30","0","2945"
"06.01.2024 13:30 - 06.01.2024 13:45","0","3045"
"06.01.2024 13:45 - 06.01.2024 14:00","0","3092"
"06.01.2024 14:00 - 06.01.2024 14:15","0","3102"
"06.01.2024 14:15 - 06.01.2024 14:30","0","3153"
"06.01.2024 14:30 - 06.01.2024 14:45","0","3135"
"06.01.2024 14:45 - 06.01.2024 15:00","0","3116"
"06.01.2024 15:00 - 06.01.2024 15:15","0","3120"
"06.01.2024 15:15 - 06.01.2024 15:30","0","3204"
"06.01.2024 15:30 - 06.01.2024 15:45","0","3173"
"06.01.2024 15:45 - 06.01.2024 16:00","0","3139"
"06.01.2024 16:00 - 06.01.2024 16:15","0","3154"
"06.01.2024 16:15 - 06.01.2024 16:30","0","3069"
"06.01.2024 16:30 - 06.01.2024 16:45","0","2962"
"06.01.2024 16:45 - 06.01.2024 17:00","0","3019"
"06.01.2024 17:00 - 06.01.2024 17:15","0","2531"
"06.01.2024 17:15 - 06.01.2024 17:30","0","2938"
"06.01.2024 17:30 - 06.01.2024 17:45","0","2987"
"06.01.2024 17:45 - 06.01.2024 18:00","0","3060"
"06.01.2024 18:00 - 06.01.2024 18:15","0","3247"
"06.01.2024 18:15 - 06.01.2024 18:30","0","3005"
"06.01.2024 18:30 - 06.01.2024 18:45","0","2765"
"06.01.2024 18:45 - 06.01.2024 19:00","0","2487"
"06.01.2024 19:00 - 06.01.2024 19:15","0","2766"
"06.01.2024 19:15 - 06.01.2024 19:30","0","2765"
"06.01.2024 19:30 - 06.01.2024 19:45","0","2571"
"06.01.2024 19:45 - 06.01.2024 20:00","0","2483"
"06.01.2024 20:00 - 06.01.2024 20:15","0","2616"
"06.01.2024 20:15 - 06.01.2024 20:30","0","2253"
"06.01.2024 20:30 - 06.01.2024 20:45","0","2095"
"06.01.2024 20:45 - 06.01.2024 21:00","0","2103"
"06.01.2024 21:00 - 06.01.2024 21:15","0","2034"
"06.01.2024 21:15 - 06.01.2024 21:30","0","981"
"06.01.2024 21:30 - 06.01.2024 21:45","0","1193"
"06.01.2024 21:45 - 06.01.2024 22:00","0","1186"
"06.01.2024 22:00 - 06.01.2024 22:15","0","1328"
"06.01.2024 22:15 - 06.01.2024 22:30","0","2344"
"06.01.2024 22:30 - 06.01.2024 22:45","0","2437"
"06.01.2024 22:45 - 06.01.2024 23:00","0","2670"
"06.01.2024 23:00 - 06.01.2024 23:15","0","2419"
"06.01.2024 23:15 - 06.01.2024 23:30","0","2405"
"06.01.2024 23:30 - 06.01.2024 23:45","0","2804"
"06.01.2024 23:45 - 07.01.2024 00:00","0","2940"
"07.01.2024 00:00 - 07.01.2024 00:15","0","2482"
"07.01.2024 00:15 - 07.01.2024 00:30","0","1215"
"07.01.2024 00:30 - 07.01.2024 00:45","0","1089"
"07.01.2024 00:45 - 07.01.2024 01:00","0","1152"
"07.01.2024 01:00 - 07.01.2024 01:15","0","1121"
"07.01.2024 01:15 - 07.01.2024 01:30","0","2125"
"07.01.2024 01:30 - 07.01.2024 01:45","0","2446"
"07.01.2024 01:45 - 07.01.2024 02:00","0","2422"
"07.01.2024 02:00 - 07.01.2024 02:15","0","2498"
"07.01.2024 02:15 - 07.01.2024 02:30","0","3109"
"07.01.2024 02:30 - 07.01.2024 02:45","0","3052"
"07.01.2024 02:45 - 07.01.2024 03:00","0","2983"
"07.01.2024 03:00 - 07.01.2024 03:15","0","2969"
"07.01.2024 03:15 - 07.01.2024 03:30","0","2544"
"07.01.2024 03:30 - 07.01.2024 03:45","0","2386"
"07.01.2024 03:45 - 07.01.2024 04:00","0","2480"
"07.01.2024 04:00 - 07.01.2024 04:15","0","2491"
"07.01.2024 04:15 - 07.01.2024 04:30","0","2012"
"07.01.2024 04:30 - 07.01.2024 04:45","0","2039"
"07.01.2024 04:45 - 07.01.2024 05:00","0","1927"
"07.01.2024 05:00 - 07.01.2024 05:15","0","2053"
"07.01.2024 05:15 - 07.01.2024 05:30","0","2558"
"07.01.2024 05:30 - 07.01.2024 05:45","0","2548"
"07.01.2024 05:45 - 07.01.2024 06:00","0","2307"
"07.01.2024 06:00 - 07.01.2024 06:15","0","2437"
"07.01.2024 06:15 - 07.01.2024 06:30","0","2396"
"07.01.2024 06:30 - 07.01.2024 06:45","0","2399"
"07.01.2024 06:45 - 07.01.2024 07:00","0","2493"
"07.01.2024 07:00 - 07.01.2024 07:15","0","2432"
"07.01.2024 07:15 - 07.01.2024 07:30","0","2351"
"07.01.2024 07:30 - 07.01.2024 07:45","0","2288"
"07.01.2024 07:45 - 07.01.2024 08:00","0","2247"
"07.01.2024 08:00 - 07.01.2024 08:15","0","2277"
"07.01.2024 08:15 - 07.01.2024 08:30","0","2192"
"07.01.2024 08:30 - 07.01.2024 08:45","0","2136"
"07.01.2024 08:45 - 07.01.2024 09:00","0","2250"
"07.01.2024 09:00 - 07.01.2024 09:15","0","2251"
"07.01.2024 09:15 - 07.01.2024 09:30","0","3076"
"07.01.2024 09:30 - 07.01.2024 09:45","0","3599"
"07.01.2024 09:45 - 07.01.2024 10:00","0","3614"
"07.01.2024 10:00 - 07.01.2024 10:15","0","3642"
"07.01.2024 10:15 - 07.01.2024 10:30","0","3802"
"07.01.2024 10:30 - 07.01.2024 10:45","0","3580"
"07.01.2024 10:45 - 07.01.2024 11:00","0","3478"
"07.01.2024 11:00 - 07.01.2024 11:15","0","3420"
"07.01.2024 11:15 - 07.01.2024 11:30","0","3188"
"07.01.2024 11:30 - 07.01.2024 11:45","0","3208"
"07.01.2024 11:45 - 07.01.2024 12:00","0","3384"
"07.01.2024 12:00 - 07.01.2024 12:15","0","3215"
"07.01.2024 12:15 - 07.01.2024 12:30","0","3170"
"07.01.2024 12:30 - 07.01.2024 12:45","0","3236"
"07.01.2024 12:45 - 07.01.2024 13:00","0","3166"
"07.01.2024 13:00 - 07.01.2024 13:15","0","3103"
"07.01.2024 13:15 - 07.01.2024 13:30","0","3225"
"07.01.2024 13:30 - 07.01.2024 13:45","0","3148"
"07.01.2024 13:45 - 07.01.2024 14:00","0","3169"
"07.01.2024 14:00 - 07.01.2024 14:15","0","3068"
"07.01.2024 14:15 - 07.01.2024 14:30","0","3083"
"07.01.2024 14:30 - 07.01.2024 14:45","0","3122"
"07.01.2024 14:45 - 07.01.2024 15:00","0","3268"
"07.01.2024 15:00 - 07.01.2024 15:15","0","3266"
"07.01.2024 15:15 - 07.01.2024 15:30","0","3138"
"07.01.2024 15:30 - 07.01.2024 15:45","0","3263"
"07.01.2024 15:45 - 07.01.2024 16:00","0","3200"
"07.01.2024 16:00 - 07.01.2024 16:15","0","3073"
"07.01.2024 16:15 - 07.01.2024 16:30","0","2918"
"07.01.2024 16:30 - 07.01.2024 16:45","0","3134"
"07.01.2024 16:45 - 07.01.2024 17:00","0","3116"
"07.01.2024 17:00 - 07.01.2024 17:15","0","3012"
"07.01.2024 17:15 - 07.01.2024 17:30","0","2422"
"07.01.2024 17:30 - 07.01.2024 17:45","0","2822"
"07.01.2024 17:45 - 07.01.2024 18:00","0","2762"
"07.01.2024 18:00 - 07.01.2024 18:15","0","2808"
"07.01.2024 18:15 - 07.01.2024 18:30","0","2492"
"07.01.2024 18:30 - 07.01.2024 18:45","0","2132"
"07.01.2024 18:45 - 07.01.2024 19:00","0","2029"
"07.01.2024 19:00 - 07.01.2024 19:15","0","2135"
"07.01.2024 19:15 - 07.01.2024 19:30","0","1100"
"07.01.2024 19:30 - 07.01.2024 19:45","0","595"
"07.01.2024 19:45 - 07.01.2024 20:00","0","572"
"07.01.2024 20:00 - 07.01.2024 20:15","0","466"
"07.01.2024 20:15 - 07.01.2024 20:30","970","0"
"07.01.2024 20:30 - 07.01.2024 20:45","1467","0"
"07.01.2024 20:45 - 07.01.2024 21:00","1453","0"
"07.01.2024 21:00 - 07.01.2024 21:15","1505","0"
"07.01.2024 21:15 - 07.01.2024 21:30","2673","0"
"07.01.2024 21:30 - 07.01.2024 21:45","2849","0"
"07.01.2024 21:45 - 07.01.2024 22:00","2657","0"
"07.01.2024 22:00 - 07.01.2024 22:15","2672","0"
"07.01.2024 22:15 - 07.01.2024 22:30","2058","0"
"07.01.2024 22:30 - 07.01.2024 22:45","2096","0"
"07.01.2024 22:45 - 07.01.2024 23:00","1984","0"
"07.01.2024 23:00 - 07.01.2024 23:15","2127","0"
"07.01.2024 23:15 - 07.01.2024 23:30","1321","0"
"07.01.2024 23:30 - 07.01.2024 23:45","421","0"
"07.01.2024 23:45 - 08.01.2024 00:00","190","0"
"08.01.2024 00:00 - 08.01.2024 00:15","340","0"
"08.01.2024 00:15 - 08.01.2024 00:30","1143","0"
"08.01.2024 00:30 - 08.01.2024 00:45","822","0"
"08.01.2024 00:45 - 08.01.2024 01:00","776","0"
"08.01.2024 01:00 - 08.01.2024 01:15","853","0"
"08.01.2024 01:15 - 08.01.2024 01:30","564","0"
"08.01.2024 01:30 - 08.01.2024 01:45","118","0"
"08.01.2024 01:45 - 08.01.2024 02:00","93","0"
"08.01.2024 02:00 - 08.01.2024 02:15","255","0"
"08.01.2024 02:15 - 08.01.2024 02:30","387","0"
"08.01.2024 02:30 - 08.01.2024 02:45","323","0"
"08.01.2024 02:45 - 08.01.2024 03:00","351","0"
"08.01.2024 03:00 - 08.01.2024 03:15","407","0"
"08.01.2024 03:15 - 08.01.2024 03:30","415","0"
"08.01.2024 03:30 - 08.01.2024 03:45","398","0"
"08.01.2024 03:45 - 08.01.2024 04:00","351","0"
"08.01.2024 04:00 - 08.01.2024 04:15","364","0"
"08.01.2024 04:15 - 08.01.2024 04:30","302","0"
"08.01.2024 04:30 - 08.01.2024 04:45","254","0"
"08.01.2024 04:45 - 08.01.2024 05:00","0","45"
"08.01.2024 05:00 - 08.01.2024 05:15","163","0"
"08.01.2024 05:15 - 08.01.2024 05:30","306","0"
"08.01.2024 05:30 - 08.01.2024 05:45","290","0"
"08.01.2024 05:45 - 08.01.2024 06:00","201","0"
"08.01.2024 06:00 - 08.01.2024 06:15","303","0"
"08.01.2024 06:15 - 08.01.2024 06:30","0","544"
"08.01.2024 06:30 - 08.01.2024 06:45","0","741"
"08.01.2024 06:45 - 08.01.2024 07:00","0","1152"
"08.01.2024 07:00 - 08.01.2024 07:15","0","1291"
"08.01.2024 07:15 - 08.01.2024 07:30","0","346"
"08.01.2024 07:30 - 08.01.2024 07:45","0","95"
"08.01.2024 07:45 - 08.01.2024 08:00","0","381"
"08.01.2024 08:00 - 08.01.2024 08:15","0","913"
"08.01.2024 08:15 - 08.01.2024 08:30","0","893"
"08.01.2024 08:30 - 08.01.2024 08:45","0","963"
"08.01.2024 08:45 - 08.01.2024 09:00","0","1013"
"08.01.2024 09:00 - 08.01.2024 09:15","0","1306"
"08.01.2024 09:15 - 08.01.2024 09:30","0","1356"
"08.01.2024 09:30 - 08.01.2024 09:45","0","1279"
"08.01.2024 09:45 - 08.01.2024 10:00","0","1330"
"08.01.2024 10:00 - 08.01.2024 10:15","0","1283"
"08.01.2024 10:15 - 08.01.2024 10:30","0","1164"
"08.01.2024 10:30 - 08.01.2024 10:45","0","1455"
"08.01.2024 10:45 - 08.01.2024 11:00","0","1414"
"08.01.2024 11:00 - 08.01.2024 11:15","0","1384"
"08.01.2024 11:15 - 08.01.2024 11:30","0","2127"
"08.01.2024 11:30 - 08.01.2024 11:45","0","2422"
"08.01.2024 11:45 - 08.01.2024 12:00","0","2465"
"08.01.2024 12:00 - 08.01.2024 12:15","0","2391"
"08.01.2024 12:15 - 08.01.2024 12:30","0","1829"
"08.01.2024 12:30 - 08.01.2024 12:45","0","1680"
"08.01.2024 12:45 - 08.01.2024 13:00","0","1693"
"08.01.2024 13:00 - 08.01.2024 13:15","0","1748"
"08.01.2024 13:15 - 08.01.2024 13:30","0","1115"
"08.01.2024 13:30 - 08.01.2024 13:45","0","776"
"08.01.2024 13:45 - 08.01.2024 14:00","0","1005"
"08.01.2024 14:00 - 08.01.2024 14:15","0","1202"
"08.01.2024 14:15 - 08.01.2024 14:30","0","1824"
"08.01.2024 14:30 - 08.01.2024 14:45","0","1355"
"08.01.2024 14:45 - 08.01.2024 15:00","0","1267"
"08.01.2024 15:00 - 08.01.2024 15:15","0","1701"
"08.01.2024 15:15 - 08.01.2024 15:30","0","1457"
"08.01.2024 15:30 - 08.01.2024 15:45","0","1283"
"08.01.2024 15:45 - 08.01.2024 16:00","0","1124"
"08.01.2024 16:00 - 08.01.2024 16:15","0","1192"
"08.01.2024 16:15 - 08.01.2024 16:30","0","1136"
"08.01.2024 16:30 - 08.01.2024 16:45","0","1156"
"08.01.2024 16:45 - 08.01.2024 17:00","0","1352"
"08.01.2024 17:00 - 08.01.2024 17:15","0","1368"
"08.01.2024 17:15 - 08.01.2024 17:30","0","1102"
"08.01.2024 17:30 - 08.01.2024 17:45","0","976"
"08.01.2024 17:45 - 08.01.2024 18:00","0","653"
"08.01.2024 18:00 - 08.01.2024 18:15","0","572"
"08.01.2024 18:15 - 08.01.2024 18:30","311","0"
"08.01.2024 18:30 - 08.01.2024 18:45","907","0"
"08.01.2024 18:45 - 08.01.2024 19:00","962","0"
"08.01.2024 19:00 - 08.01.2024 19:15","798","0"
"08.01.2024 19:15 - 08.01.2024 19:30","900","0"
"08.01.2024 19:30 - 08.01.2024 19:45","1561","0"
"08.01.2024 19:45 - 08.01.2024 20:00","1857","0"
"08.01.2024 20:00 - 08.01.2024 20:15","1881","0"
"08.01.2024 20:15 - 08.01.2024 20:30","1455","0"
"08.01.2024 20:30 - 08.01.2024 20:45","1830","0"
"08.01.2024 20:45 - 08.01.2024 21:00","1846","0"
"08.01.2024 21:00 - 08.01.2024 21:15","1890","0"
"08.01.2024 21:15 - 08.01.2024 21:30","1687","0"
"08.01.2024 21:30 - 08.01.2024 21:45","1679","0"
"08.01.2024 21:45 - 08.01.2024 22:00","1759","0"
"08.01.2024 22:00 - 08.01.2024 22:15","1789","0"
"08.01.2024 22:15 - 08.01.2024 22:30","1688","0"
"08.01.2024 22:30 - 08.01.2024 22:45","1504","0"
"08.01.2024 22:45 - 08.01.2024 23:00","1539","0"
"08.01.2024 23:00 - 08.01.2024 23:15","1247","0"
"08.01.2024 23:15 - 08.01.2024 23:30","1328","0"
"08.01.2024 23:30 - 08.01.2024 23:45","1417","0"
"08.01.2024 23:45 - 09.01.2024 00:00","1433","0"
"09.01.2024 00:00 - 09.01.2024 00:15","1515","0"
"09.01.2024 00:15 - 09.01.2024 00:30","1939","0"
"09.01.2024 00:30 - 09.01.2024 00:45","1971","0"
"09.01.2024 00:45 - 09.01.2024 01:00","1693","0"
"09.01.2024 01:00 - 09.01.2024 01:15","1718","0"
"09.01.2024 01:15 - 09.01.2024 01:30","1917","0"
"09.01.2024 01:30 - 09.01.2024 01:45","2036","0"
"09.01.2024 01:45 - 09.01.2024 02:00","1753","0"
"09.01.2024 02:00 - 09.01.2024 02:15","1826","0"
"09.01.2024 02:15 - 09.01.2024 02:30","1791","0"
"09.01.2024 02:30 - 09.01.2024 02:45","1679","0"
"09.01.2024 02:45 - 09.01.2024 03:00","1702","0"
"09.01.2024 03:00 - 09.01.2024 03:15","1843","0"
"09.01.2024 03:15 - 09.01.2024 03:30","1777","0"
"09.01.2024 03:30 - 09.01.2024 03:45","2052","0"
"09.01.2024 03:45 - 09.01.2024 04:00","2056","0"
"09.01.2024 04:00 - 09.01.2024 04:15","2033","0"
"09.01.2024 04:15 - 09.01.2024 04:30","1941","0"
"09.01.2024 04:30 - 09.01.2024 04:45","1851","0"
"09.01.2024 04:45 - 09.01.2024 05:00","1905","0"
"09.01.2024 05:00 - 09.01.2024 05:15","1894","0"
"09.01.2024 05:15 - 09.01.2024 05:30","2116","0"
"09.01.2024 05:30 - 09.01.2024 05:45","1979","0"
"09.01.2024 05:45 - 09.01.2024 06:00","2135","0"
"09.01.2024 06:00 - 09.01.2024 06:15","2069","0"
"09.01.2024 06:15 - 09.01.2024 06:30","1403","0"
"09.01.2024 06:30 - 09.01.2024 06:45","935","0"
"09.01.2024 06:45 - 09.01.2024 07:00","825","0"
"09.01.2024 07:00 - 09.01.2024 07:15","733","0"
"09.01.2024 07:15 - 09.01.2024 07:30","118","0"
"09.01.2024 07:30 - 09.01.2024 07:45","0","716"
"09.01.2024 07:45 - 09.01.2024 08:00","0","722"
"09.01.2024 08:00 - 09.01.2024 08:15","0","733"
"09.01.2024 08:15 - 09.01.2024 08:30","0","672"
"09.01.2024 08:30 - 09.01.2024 08:45","0","732"
"09.01.2024 08:45 - 09.01.2024 09:00","0","653"
"09.01.2024 09:00 - 09.01.2024 09:15","0","660"
"09.01.2024 09:15 - 09.01.2024 09:30","366","0"
"09.01.2024 09:30 - 09.01.2024 09:45","194","0"
"09.01.2024 09:45 - 09.01.2024 10:00","0","246"
"09.01.2024 10:00 - 09.01.2024 10:15","0","298"
"09.01.2024 10:15 - 09.01.2024 10:30","248","0"
"09.01.2024 10:30 - 09.01.2024 10:45","0","163"
"09.01.2024 10:45 - 09.01.2024 11:00","0","268"
"09.01.2024 11:00 - 09.01.2024 11:15","98","0"
"09.01.2024 11:15 - 09.01.2024 11:30","0","86"
"09.01.2024 11:30 - 09.01.2024 11:45","108","0"
"09.01.2024 11:45 - 09.01.2024 12:00","0","200"
"09.01.2024 12:00 - 09.01.2024 12:15","51","0"
"09.01.2024 12:15 - 09.01.2024 12:30","232","0"
"09.01.2024 12:30 - 09.01.2024 12:45","344","0"
"09.01.2024 12:45 - 09.01.2024 13:00","447","0"
"09.01.2024 13:00 - 09.01.2024 13:15","405","0"
"09.01.2024 13:15 - 09.01.2024 13:30","906","0"
"09.01.2024 13:30 - 09.01.2024 13:45","1135","0"
"09.01.2024 13:45 - 09.01.2024 14:00","1142","0"
"09.01.2024 14:00 - 09.01.2024 14:15","1028","0"
"09.01.2024 14:15 - 09.01.2024 14:30","349","0"
"09.01.2024 14:30 - 09.01.2024 14:45","97","0"
"09.01.2024 14:45 - 09.01.2024 15:00","0","42"
"09.01.2024 15:00 - 09.01.2024 15:15","0","131"
"09.01.2024 15:15 - 09.01.2024 15:30","0","396"
"09.01.2024 15:30 - 09.01.2024 15:45","0","648"
"09.01.2024 15:45 - 09.01.2024 16:00","0","799"
"09.01.2024 16:00 - 09.01.2024 16:15","0","731"
"09.01.2024 16:15 - 09.01.2024 16:30","0","720"
"09.01.2024 16:30 - 09.01.2024 16:45","0","736"
"09.01.2024 16:45 - 09.01.2024 17:00","0","750"
"09.01.2024 17:00 - 09.01.2024 17:15","0","818"
"09.01.2024 17:15 - 09.01.2024 17:30","0","762"
"09.01.2024 17:30 - 09.01.2024 17:45","0","754"
"09.01.2024 17:45 - 09.01.2024 18:00","0","747"
"09.01.2024 18:00 - 09.01.2024 18:15","0","656"
"09.01.2024 18:15 - 09.01.2024 18:30","0","870"
"09.01.2024 18:30 - 09.01.2024 18:45","0","859"
"09.01.2024 18:45 - 09.01.2024 19:00","0","932"
"09.01.2024 19:00 - 09.01.2024 19:15","0","869"
"09.01.2024 19:15 - 09.01.2024 19:30","0","172"
"09.01.2024 19:30 - 09.01.2024 19:45","0","76"
"09.01.2024 19:45 - 09.01.2024 20:00","0","39"
"09.01.2024 20:00 - 09.01.2024 20:15","30","0"
"09.01.2024 20:15 - 09.01.2024 20:30","976","0"
"09.01.2024 20:30 - 09.01.2024 20:45","1653","0"
"09.01.2024 20:45 - 09.01.2024 21:00","1548","0"
"09.01.2024 21:00 - 09.01.2024 21:15","1574","0"
"09.01.2024 21:15 - 09.01.2024 21:30","1780","0"
"09.01.2024 21:30 - 09.01.2024 21:45","1793","0"
"09.01.2024 21:45 - 09.01.2024 22:00","1846","0"
"09.01.2024 22:00 - 09.01.2024 22:15","1912","0"
"09.01.2024 22:15 - 09.01.2024 22:30","1172","0"
"09.01.2024 22:30 - 09.01.2024 22:45","896","0"
"09.01.2024 22:45 - 09.01.2024 23:00","637","0"
"09.01.2024 23:00 - 09.01.2024 23:15","692","0"
"09.01.2024 23:15 - 09.01.2024 23:30","453","0"
"09.01.2024 23:30 - 09.01.2024 23:45","345","0"
"09.01.2024 23:45 - 10.01.2024 00:00","105","0"
"10.01.2024 00:00 - 10.01.2024 00:15","204","0"
"10.01.2024 00:15 - 10.01.2024 00:30","779","0"
"10.01.2024 00:30 - 10.01.2024 00:45","1498","0"
"10.01.2024 00:45 - 10.01.2024 01:00","1061","0"
"10.01.2024 01:00 - 10.01.2024 01:15","497","0"
"10.01.2024 01:15 - 10.01.2024 01:30","500","0"
"10.01.2024 01:30 - 10.01.2024 01:45","573","0"
"10.01.2024 01:45 - 10.01.2024 02:00","416","0"
"10.01.2024 02:00 - 10.01.2024 02:15","210","0"
"10.01.2024 02:15 - 10.01.2024 02:30","0","28"
"10.01.2024 02:30 - 10.01.2024 02:45","0","64"
"10.01.2024 02:45 - 10.01.2024 03:00","0","150"
"10.01.2024 03:00 - 10.01.2024 03:15","0","76"
"10.01.2024 03:15 - 10.01.2024 03:30","83","0"
"10.01.2024 03:30 - 10.01.2024 03:45","0","16"
"10.01.2024 03:45 - 10.01.2024 04:00","157","0"
"10.01.2024 04:00 - 10.01.2024 04:15","257","0"
"10.01.2024 04:15 - 10.01.2024 04:30","359","0"
"10.01.2024 04:30 - 10.01.2024 04:45","497","0"
"10.01.2024 04:45 - 10.01.2024 05:00","369","0"
"10.01.2024 05:00 - 10.01.2024 05:15","317","0"
"10.01.2024 05:15 - 10.01.2024 05:30","0","252"
"10.01.2024 05:30 - 10.01.2024 05:45","0","643"
"10.01.2024 05:45 - 10.01.2024 06:00","0","737"
"10.01.2024 06:00 - 10.01.2024 06:15","0","613"
"10.01.2024 06:15 - 10.01.2024 06:30","0","933"
"10.01.2024 06:30 - 10.01.2024 06:45","0","1120"
"10.01.2024 06:45 - 10.01.2024 07:00","0","1136"
"10.01.2024 07:00 - 10.01.2024 07:15","0","1125"
"10.01.2024 07:15 - 10.01.2024 07:30","0","1106"
"10.01.2024 07:30 - 10.01.2024 07:45","0","1180"
"10.01.2024 07:45 - 10.01.2024 08:00","0","1145"
"10.01.2024 08:00 - 10.01.2024 08:15","0","1177"
"10.01.2024 08:15 - 10.01.2024 08:30","0","1110"
"10.01.2024 08:30 - 10.01.2024 08:45","0","1022"
"10.01.2024 08:45 - 10.01.2024 09:00","0","949"
